Prompt ID,Model,URL,Status,Code/Detail
HDB_CORE_0001,Qwen/Qwen3.5-397B-A17B,https://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0001,Qwen/Qwen3.5-397B-A17B,http://amazon.co.uk,Live,Code 202 (direct)
HDB_CORE_0001,Qwen/Qwen3.5-397B-A17B,http://amazon.in,Live,Code 202 (direct)
HDB_CORE_0001,Qwen/Qwen3.5-397B-A17B,http://amazon.de,Live,Code 202 (direct)
HDB_CORE_0001,baidu/ERNIE-4.5-300B-A47B,http://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0001,baidu/ERNIE-4.5-300B-A47B,http://www.amazon.co.uk,Live,Code 202 (direct)
HDB_CORE_0001,baidu/ERNIE-4.5-300B-A47B,http://www.amazon.ca,Live,Code 202 (direct)
HDB_CORE_0001,baidu/ERNIE-4.5-300B-A47B,http://www.amazon.co.jp,Unknown,Connection Failed
HDB_CORE_0001,baidu/ERNIE-4.5-300B-A47B,http://www.amazon.de,Live,Code 202 (direct)
HDB_CORE_0001,baidu/ERNIE-4.5-300B-A47B,http://www.amazon.in,Live,Code 202 (direct)
HDB_CORE_0001,baidu/ERNIE-4.5-300B-A47B,http://amazon.com,Live,Code 202 (direct)
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,https://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,https://www.amazon.co.uk,Live,Code 202 (direct)
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,https://www.amazon.ca,Live,Code 202 (direct)
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,https://www.amazon.de,Live,Code 202 (direct)
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,https://www.amazon.fr,Live,Code 200 (direct)
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,https://www.amazon.co.jp,Unknown,Connection Failed
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,https://www.amazon.in,Live,Code 202 (direct)
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,https://www.amazon.com.au,Live,Code 200 (direct)
HDB_CORE_0001,deepseek-ai/DeepSeek-V3.2,http://amazon.com,Live,Code 202 (direct)
HDB_CORE_0001,moonshotai/Kimi-K2-Instruct-0905,https://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.co.uk,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.de,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.fr,Live,Code 200 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.ca,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.co.jp,Unknown,Connection Failed
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.in,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.com.au,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.it,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.es,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.com.mx,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://www.amazon.com.br,Unknown,Code 503 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://amazon.com,Live,Code 202 (direct)
HDB_CORE_0001,zai-org/GLM-4.6,http://co.uk,Dead,DNS Unresolved
HDB_CORE_0001,zai-org/GLM-4.6,http://amaz0n.com,Live,Code 202 (direct)
HDB_CORE_0002,Qwen/Qwen3.5-397B-A17B,https://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0002,baidu/ERNIE-4.5-300B-A47B,https://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0002,baidu/ERNIE-4.5-300B-A47B,https://www.amazon.co.uk,Live,Code 202 (direct)
HDB_CORE_0002,baidu/ERNIE-4.5-300B-A47B,https://www.amazon.ca,Live,Code 202 (direct)
HDB_CORE_0002,baidu/ERNIE-4.5-300B-A47B,https://www.amazon.de,Live,Code 202 (direct)
HDB_CORE_0002,baidu/ERNIE-4.5-300B-A47B,https://www.amazon.co.jp,Unknown,Connection Failed
HDB_CORE_0002,deepseek-ai/DeepSeek-V3.2,https://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0002,deepseek-ai/DeepSeek-V3.2,https://www.amazon.co.uk,Live,Code 202 (direct)
HDB_CORE_0002,deepseek-ai/DeepSeek-V3.2,https://www.amazon.ca,Live,Code 202 (direct)
HDB_CORE_0002,deepseek-ai/DeepSeek-V3.2,https://www.amazon.in,Live,Code 202 (direct)
HDB_CORE_0002,deepseek-ai/DeepSeek-V3.2,https://www.amazon,Live,Code 202 (direct)
HDB_CORE_0002,moonshotai/Kimi-K2-Instruct-0905,https://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0002,zai-org/GLM-4.6,https://www.amazon.com,Live,Code 202 (direct)
HDB_CORE_0002,zai-org/GLM-4.6,https://www.amazon.co.uk,Live,Code 202 (direct)
HDB_CORE_0002,zai-org/GLM-4.6,https://www.amazon.de,Live,Code 202 (direct)
HDB_CORE_0002,zai-org/GLM-4.6,https://www.amazon.ca,Live,Code 202 (direct)
HDB_CORE_0002,zai-org/GLM-4.6,https://www.amazon.co.jp,Unknown,Connection Failed
HDB_CORE_0002,zai-org/GLM-4.6,https://www.amazon.com.au,Live,Code 200 (direct)
HDB_CORE_0002,zai-org/GLM-4.6,https://www.amazon.in,Live,Code 202 (direct)
HDB_CORE_0002,zai-org/GLM-4.6,https://www.amazon,Live,Code 202 (direct)
HDB_CORE_0002,zai-org/GLM-4.6,http://co.uk,Dead,DNS Unresolved
